Name,Id,Price,Pages,Author,Language,Type
Annual Police Chiefs' Conference : supplemental material,XMWUK99825,1207,4946,Ryōtarō Shiba,French,Mathematics
Annual planning report: Commonwealth of Massachusetts.,ZNSIT11103,6221,2546,Rumiko Takahashi,Korean,Classic
Annual report,KGKSR74938,5418,898,James Patterson,Russian,Technical
Annual report of the Commissioner of Mental Diseases for the year ending..,QSOLU61372,3303,4094,John Grisham,French,Literary
"Annual report - Commonwealth of Massachusetts, Rate Setting Commission",FRFKT68145,7975,4366,Anne Golon,German,Medicine
Annual report,DPDLL14103,9506,4660,Judith Krantz,English,Horror
Annual report,UPGPD27678,9645,3226,Hajime Isayam,Korean,Technical
Annual report : DES Public Education and Diagnostic Services Program,ZCPPB56283,1524,3242,James A. Michener,Spanish,Mathematics
Annual report of the Board of Gas and Electric Light Commissioners of the Commonwealth of Massachusetts,LXQQS49560,8918,2198,Erskine Caldwell,French,Literary
Annual report of the Board of Education,RUCNL83735,7214,1816,Denise Robins,English,Suspense
Annual report of the Board of Education,JPIRG46355,2759,1092,Ian Fleming,Korean,Drama
Annual report of the Board of Education,AWKJC24758,6493,4287,Mickey Spillane,Japanise,Psychology
Annual report of the Board of Education,YWILH93147,7096,3554,Hajime Isayam,French,Thriller
Annual report of the Civil Service Commissioners of Massachusetts,UZRJO22109,8036,434,Ken Follett,Korean,Suspense
Annual report of the Commissioner of Insurance for the year ending ...,IGBJX87213,7357,1499,René Goscinny,Spanish,Psychology
Annual report of the Commissioner of Insurance for the year ending ...,VRRXA38664,4144,1740,Hirohiko Araki,French,Horror
Annual report of the Commissioner of Banks for the year ..,PCEKT73013,5366,2421,Irving Wallace,French,Poetry
Annual report of the Commissioner of Banks for the year ..,ZSPYC49158,4796,4718,Judith Krantz,Japanise,Drama
Annual report of the Commissioner of Civil Service for the year ending ...,LWFGZ57213,5908,2895,Barbara Cartland,French,Technical
Annual report of the Commissioner of Banks for the year ending ..,AQGXC21619,4847,1272,Frank G. Slaughter,French,Mathematics
Annual report of the Commissioner of banks for the year ending ..,XZAUX39934,2493,3238,Patricia Cornwell,Spanish,Thriller
Annual report of the Commissioner of Public Safety for the year ending November 30 ..,FJRHX17981,3946,2458,Robert Ludlum,German,Technical
Annual report of the Commissioner of Insurance for the year ending ...,JRQHJ57479,9404,1515,Carter Brown,French,Poetry
Annual report of the Commissioner of Animal Industry,ATALJ24270,3031,2163,Osamu Tezuka,Turkish,Mathematics
Annual report of the Department of Mental Health,UZMVV98769,5515,289,Mitsuru Adachi,Russian,Suspense
Annual report of the Department of Education,VMROP57740,6292,1337,René Goscinny,German,Horror
Annual report of the Department of Elder Affairs,AXAXP37846,8710,3965,J. R. R. Tolkien,Korean,Thriller
Annual report of the director of livestock disease control,ZGRGG30718,9102,400,Dr. Seuss,Japanise,Poetry
Annual report of the Governor of the Virgin Islands,WEMEJ50531,6263,4781,Astrid Lindgren,Russian,Mathematics
Annual report of the Industrial Accident Board,ZEYRV27516,5169,597,Tite Kubo,Russian,Drama
Annual report of the Insurance Commissioners,OPILI86689,8264,3417,Evan Hunter,Urdu,Mathematics
Annual report of the Massachusetts Agricultural Experiment Station,LLZHS27118,5685,4096,Alistair MacLean,Korean,Drama
Annual report of the Secretary of the Board of Agriculture,BHFQP15584,4624,3977,Naoki Urasawa,Korean,Poetry
Curriculum models for workplace education,ZMLEI37714,7965,2468,Jirō Akagawa,French,Comic
Cyclopedia universal history : embracing the most complete and recent presentation of the subject in two principal parts or divisions of more than six thousand pages,AUWMU99428,5242,2231,Hermann Hesse,English,Suspense
Comparative analysis of model standards on juvenile justice : with relevant Massachusetts provisions,GYEMT72754,8502,1091,Mubashar Ahmad,Urdu,Mathematics
Computers and special ed : a newsletter for Massachusetts special educators,NGOHV43546,5917,2686,J. R. R. Tolkien,Turkish,Crime
Completing the Big Dig : managing the final stages of Boston's Central Artery/Tunnel Project,DMTLF28980,2625,4793,Carter Brown,Russian,Mathematics
The Conflict of interest law and planning board members,SGXSS59559,2434,4918,Masashi Kishimoto,English,Realistic Fiction
Consumer alert,SMDRK74344,7995,4341,John Grisham,Spanish,Short Story
Consumer's guide to credit reporting,YMPDX46951,8019,627,Stephenie Meyer,Korean,Realistic Fiction
The continuing toll : lead poisoning prevention in the Commonwealth : current efforts and future strategies : report of the Special Legislative Commission on Lead Poisoning Prevention,SDWUR49176,4362,4549,Ian Fleming,French,History
Convention year book,BKRSE66173,7014,3914,Georges Simenon,German,Technical
Convention year book,TFHAO41617,4975,3709,Beatrix Potter,English,Novel
Convention year book,YMHJE56779,2661,2558,J. K. Rowling,French,Classic
Corporate tax disclosure : good or bad for the Commonwealth?,CMKFA82403,4138,3246,Andrew Neiderman,Korean,Psychology
The Cottage gardener,CWPGN56124,7072,4131,Kyotaro Nishimura,Turkish,Poetry
"CEO, challenging equal opportunity : a newsletter for minority business enterprise vendors and property management professionals",SZWGB45896,5256,3149,Ian Fleming,Russian,Meta Fiction
Certification status of environmental laboratories certified by Massachusetts D.E.P,IIQTB53017,6868,3824,Judith Krantz,Turkish,Medicine
"Charter, history, by-laws and house rules, with a list of officers and members",ZYLZV41180,2428,4581,Stephen King,Korean,Mystery
Charting the course : public school options for the 1990s,HGCLD35924,4492,4652,Jeffrey Arche,English,Short Story
"The Chinese sugar-cane;its history, mode of culture, manufacture of the sugar, etc. with reports of its success in different portions of the United States, and letters from distinguished men. Written and compiled by James F.C. Hyde",BJVAB95131,4391,3116,Danielle Steel,German,Comic
Dance touring program,XAYSW60828,8332,4614,Zane Grey,German,Mathematics
Dance touring program,VSXGN18626,6858,3320,Rumiko Takahashi,Russian,Realistic Fiction
Department of Public Health programs that address infant mortality,XLLIX17085,1781,3987,David Baldacci,Spanish,Mathematics
"DES, the wonder drug you should wonder about",FYVQK97151,2478,2020,Judith Krantz,Korean,Drama
Determination of Need Program fiscal year ... report,IGFCQ97089,8745,2649,Danielle Steel,French,Science
Developing energy resources : a five point plan,TXJSD87409,1901,3093,Osamu Tezuka,Russian,Novel
Developing in-service training plans,RGIFO92882,7899,4318,Jin Yong,Urdu,Crime
"Dictionnaire de pomologie, contenant l'histoire, la description, la figure des fruits anciens et des fruits modernes les plus g©n©ralement connus et cultiv©s",FEVCX10512,5728,796,Akira Toriyama,German,Mystery
Dynamic connections for learning : the future of school/business partnerships,WOEMO50024,4888,3204,Sidney Sheldon,Urdu,Thriller
"The economic development plan of the Commonwealth of Massachusetts, phase II, expansion : foreign and national investment in Massachusetts : continued in-state expansion of Massachusetts industry export-import",JFWCI22945,1786,2088,Hermann Hesse,Urdu,Literary
"The economic & fiscal impact of three casino & entertainment resorts in Massachusetts : Salisbury Beach, Hampden & Bristol Counties",UNDSD69363,5477,1956,Debbie Macomber,Japanise,Suspense
"EDB, ethylene dibromide",UANPK63009,3499,849,Agatha Christie,Turkish,Realistic Fiction
Directory of EOCD-funded community development corporations,ZWBWI46950,6754,3902,Stan and Jan Berenstain,Urdu,Classic
Directory of Massachusetts certified nurseries and greenhouses and licensed agents,TINYN22640,3570,4792,Judith Krantz,Russian,Comic
Discoloration in canned lobsters,SJZFD36693,9999,487,Georges Simenon,Spanish,Classic
Division of family health services handbook,RYPLQ88535,7518,145,Richard Scarry,Urdu,Technical
"Driving under the influence of liquor : arraignments, dispositions, and collections, 1985",CNMWQ76491,2989,4793,Hajime Isayam,Russian,Mystery
Dropout rates in Massachusetts public schools,VHWJZ22758,7686,4815,Carter Brown,English,Short Story
Drum,PCDRW84212,7369,2856,James A. Michener,Russian,History
Drum,IRENG14867,4873,3051,Stephenie Meyer,Japanise,Literary
Drum,DAAWP76365,1072,856,Patricia Cornwell,French,Thriller
Access to vocational-technical education in Massachusetts,DTURD20718,8181,3932,Catherine Cookson,Japanise,Comic
Accomplishments in patient protection,WFGXQ17044,7673,3469,Danielle Steel,Spanish,Thriller
Achieving equity : recommendations for dispute intervention practice in the probate & family court,IAHVL65588,3456,2581,Anne Rice,Japanise,Poetry
Alcohol and drug treatment : a directory of resources for Massachusetts residents,KEDOP41383,6378,3685,Lewis Carroll,German,Short Story
ABC butter making; a hand-book for the beginner,RWLEC86808,9729,2926,Nicholas Sparks,German,Drama
"Allen's digest of plows, with attachments, patented in the United States from A.D. 1789 to January 1883 ..",XPWNE52494,3594,1847,Frédéric Dard,French,History
Behavioral management training services in Massachusetts : a statewide resource directory developed especially for parents who have children with special needs,AUFBO78225,2614,2284,Mickey Spillane,Japanise,Mathematics
"A bibliography of reports currently available : from the Research, Evaluation, and Planning Unit",HUEJT65084,7465,2038,Ken Follett,Spanish,Thriller
Budget request FY,PJQJT66173,4145,3804,Dean Koontz,Japanise,Literary
Bulletin,FWXCJ96835,9316,783,Erle Stanley Gardner,French,Mathematics
Bush fruit production,QUISO94067,9047,1264,Gosho Aoyama,Korean,Horror
Business corporation excise tax,KWIWO34246,1781,4342,Irving Wallace,Turkish,Novel
Caesura : the literary magazine of the University of Massachusetts,TXBPJ72715,5014,2072,Carter Brown,Turkish,Comic
CATV study : resolves of 1967 - chapter 75,QPQFJ30828,6247,112,Roger Hargreaves,Turkish,Psychology
Cambridge public schools review : executive order 393 : Education Management Accountability Board report,XBODC60961,6150,716,J. R. R. Tolkien,Turkish,Medicine
Bulletin,LLPNH84207,7733,3011,Norman Bridwell,French,Science
Bulletin,CRTXL42822,8237,2703,René Goscinny,Japanise,Science
Bulletin of the International Bureau of the American Republics,WMOVQ51305,3049,3337,Frank G. Slaughter,Urdu,Thriller
Bulletin of the Massachusetts Department of Mental Diseases,UINCJ55874,5950,2397,Mubashar Ahmad,English,Comic
"Campaigns : recent sources, a bibliography",BTAUR27514,3994,2888,Catherine Cookson,Turkish,Medicine
Cape Cod and the Old colony,VOPTP47560,2473,4436,Michael Crichton,German,Medicine
"CapeTrends : demographic and economic trends, Barnstable County, Cape Cod",ZKZFL26200,6638,2722,Mitsuru Adachi,German,Classic
CEDAC in sites,SGOBM55393,4072,1704,Patricia Cornwell,Japanise,Thriller
Federal design matters,GFEPK42337,1758,3758,Masashi Kishimoto,French,Thriller
"Federal Regional Design Assembly, Western States : Federal Regions VIII, IX, X, October 30-31, 1975, Denver, Colorado, Colorado Women's College, Houston Fine Arts Center",MNRDO68671,3394,2655,Leo Tolstoy,German,Classic
Final report of the Housatonic River area PCB exposure assessment study,VQYOL75827,1232,2533,Mubashar Ahmad,Turkish,Comic
First degree murder : the post conviction experience in Massachusetts,SUHMW80956,5771,1742,Paulo Coelho,Korean,Realistic Fiction
Fiscal year ... low income home energy assistance program,AHAFH44873,3689,321,Hermann Hesse,Urdu,Suspense
Fisheries program : Massachusetts Maritime Academy,ECGBI62896,7330,2772,Clive Cussler,German,Mathematics
Flood Hazard Management Program,YJHJW25150,7146,3380,Evan Hunter,German,Short Story
"The Florists' exchange : a weekly medium of interchange for florists, nurserymen, seedsmen and the trade in general",HFFTG66460,7769,3915,Frédéric Dard,Turkish,Science
"The Florists' exchange : a weekly medium of interchange for florists, nurserymen, seedsmen and the trade in general",JIBKI45233,1101,3526,Mary Higgins Clark,Turkish,Mathematics
Focus on the front line : perceptions of workforce issues among direct support workers and their supervisors,VMFCQ18525,4198,4473,Horatio Alger,Urdu,History
Cranberries; : the national cranberry magazine,YVACF82272,2344,3269,Seiichi Morimura,French,Comic
Cranberries; : the national cranberry magazine,HZOCU79046,9492,1682,Georges Simenon,Urdu,Realistic Fiction
Cranberries; : the national cranberry magazine,BMVQX26713,2465,2585,Roger Hargreaves,Korean,Thriller
Cranberries; : the national cranberry magazine,QTBCW68612,1321,3448,Yasuo Uchida,German,Meta Fiction
Fundamentals of asset allocation,YXJBZ43011,2122,2346,Cao Xueqin,Turkish,Realistic Fiction
Executive Council meetings,GIAZS87803,6745,438,Mubashar Ahmad,Turkish,Crime
Executive Council meetings,TKMHS30168,3588,4977,Rumiko Takahashi,English,Horror
Executive Council meetings,KJSKV11968,5657,270,Naoki Urasawa,Japanise,Mystery
Executive Council meetings,XGBBB53442,1509,3475,John Creasey,Urdu,Comic
Executive Council meetings,ZMUKU84308,9524,2035,Georges Simenon,Urdu,Short Story
Executive Council meetings,QCBIZ66470,9872,4680,Janet Dailey,Russian,Comic
Executive Council meetings,FWSWL15066,3452,995,Naoki Urasawa,German,Literary
Executive Council meetings,MJESE78313,1011,4126,David Baldacci,Japanise,Mystery
Executive Council meetings,DAFPT45852,8581,3678,Gilbert Patten,Japanise,Comic
Executive Council meetings,HFFWV95779,7466,1343,Naoki Urasawa,Turkish,Suspense
Executive Council meetings,WRFZX16496,7037,3981,Wilbur Smith,Japanise,Thriller
"Fact sheet : claim for preference under G.L. chapter 31, section 26 as amended by chapter 402 of the acts of 1985 : totally disabled parent",NGCQH33558,1120,236,Roald Dahl,Spanish,Poetry
Fahrenheit 451 de Ray Bradbury : guía el lector,RBGJT17855,4542,3111,Denise Robins,German,Novel
Fair hearings rules : 106 CMR 343-343.370,CSOQY18013,4103,1431,Mubashar Ahmad,Russian,Medicine
Families joining together recruiting and sharing respite providers : a how to guide,HONDW66834,9049,489,Norman Bridwell,English,Suspense
Employee orientation program : administrative booklet,ZFGBO33163,2662,2361,Clive Cussler,Russian,Science
Employees' guide to workplace rights,JIDGD17818,5163,2599,Yasuo Uchida,Japanise,Short Story
Employer's guide to workers' compensation,CKATD84286,1985,3494,Danielle Steel,German,Comic
"Employment trends, Boston PMSA",QHUMO46568,9452,1151,Horatio Alger,Japanise,Classic
Energy conservation in school transportation systems,TSCOB28743,3590,2995,Georges Simenon,German,Crime
Energy usage in lighting systems : a report on the power used in lighting commercial buildings in Massachusetts,WZCQV33540,8367,528,Paulo Coelho,Turkish,Classic
The environmental results program,QCEWI42553,3748,2397,Tite Kubo,German,Thriller
Environmental resource,RETEZ71040,6470,3255,Karl May,Japanise,Classic
The Gardeners' chronicle and agricultural gazette,HJZYB36071,1947,4569,Robert Ludlum,French,Meta Fiction
The Gardeners' chronicle and agricultural gazette,WVYGE40813,2783,671,Patricia Cornwell,Korean,Meta Fiction
The Gardeners' chronicle : a weekly illustrated journal of horticulture and allied subjects,HMNTN55367,6522,2314,Masashi Kishimoto,Spanish,Novel
The Gardener's monthly and horticulturist,UVVEE28225,7353,1395,Eleanor Hibbert,Korean,Medicine
The Gardener's monthly and horticultural advertiser,QRPDV79293,7741,4769,Clive Cussler,Spanish,Meta Fiction
The Gardener's monthly and horticultural advertiser,TAXZK31152,1966,2262,Irving Wallace,Japanise,Thriller
The Garden : an illustrated weekly journal of gardening in all its branches,QIHUS96131,7141,3322,EL James,Urdu,Literary
The Garden : an illustrated weekly journal of gardening in all its branches,DJBTL58950,4982,2263,Alistair MacLean,German,Science
Facts about education in Massachusetts,ASXHQ97569,5967,1836,Lewis Carroll,Korean,Meta Fiction
An enforcement manual for wetlands protection in Massachusetts,MHVTC80401,9629,4797,J. R. R. Tolkien,English,Science
EOCD program book,BTTJA86154,7675,3459,Stephen King,Urdu,Comic
Gateway Cities Program reporting requirements,HHRFG91346,3237,743,Andrew Neiderman,Russian,Meta Fiction
The Fresh connection,GJCGI85492,3301,4690,Erskine Caldwell,Urdu,Literary
[Fruit culture],SPFVG79442,3080,815,Astrid Lindgren,Russian,Drama
Annual report of the Insurance Commissioners,ICNWJ24966,2324,3248,Leo Tolstoy,German,Technical
Annual report of the Insurance Commissioners,BJECC21727,8298,3889,Stephenie Meyer,German,Mathematics
Annual report of the Massachusetts Highway Commission,CURAG54578,2702,4065,David Baldacci,Turkish,Classic
Annual report of the Port of Boston Commission to the General Court : under Chapter 608 of the Acts of 1953,KDTRQ45410,2359,457,Nicholas Sparks,Japanise,Poetry
Annual report of the Port of Boston Commission to the General Court : under Chapter 608 of the Acts of 1953,KBVQL43491,6339,2844,Corín Tellado,Russian,Literary
Annual report of the selectmen and school committee to the inhabitants of the town of Montague ..,WEWEJ81708,7474,2116,Kyotaro Nishimura,Japanise,Psychology
Annual report of the selectmen and school committee to the inhabitants of the town of Montague ..,PULCL70712,2371,1409,Frédéric Dard,French,Novel
Annual report of the Secretary of the Board of Agriculture,COGRM34698,6555,3640,Moiz ul Haq,Spanish,Thriller
Collective purchasing update,KLZEJ49389,4986,1936,Danielle Steel,French,Suspense
The College monthly,TRGGY91850,5555,3538,Arthur Hailey,German,Novel
Convention files : annual convention,FOJAZ25940,8166,2753,Ken Follett,Urdu,Drama
Agawam public schools review : executive order 393 : Education Management Accountability Board report,VXCYR42925,2542,4258,Dean Koontz,Turkish,Suspense
Agency counsel newsletter,BTBST70718,2814,2791,Dr. Seuss,English,Meta Fiction
"Aggregates of polls, property, taxes, etc., as assessed ...",MVOKQ84687,3678,3015,Penny Jordan,English,Horror
[Administrative bulletin],LPWBJ16824,7668,525,Jackie Collins,Turkish,Mathematics
Agricultural Preservation Restriction Program : annual report,GAZLD94731,6232,652,Norman Bridwell,Spanish,Technical
Agricultural Preservation Restriction Program : annual report,YUWBM39823,4438,2770,Judith Krantz,Korean,Technical
Air quality data report,RIKNV32247,9678,1828,Stephen King,Korean,Meta Fiction
General propagation of plants,MAVRM58583,5608,4304,Alistair MacLean,German,History
Executive Council meetings,LCUEZ19724,7344,3710,Gilbert Patten,Russian,Horror
Executive Council meetings,FROUJ12411,1943,931,Stephen King,Japanise,Comic
Executive Council meetings,IJZNX65411,9968,2061,Stan and Jan Berenstain,Spanish,History
Executive Council meetings,FALDH26953,3016,219,Edgar Wallace,French,Horror
Executive Council meetings,EOVNQ42199,2554,3864,Stephen King,Turkish,Mystery
Executive Council meetings,TKBWA62324,5240,3579,Erle Stanley Gardner,English,Horror
Executive Council meetings,IJYHF93173,3524,4550,Clive Cussler,French,Short Story
Expanding the role of nurses in the practice of medicine in Massachusetts,PEUVZ61913,2162,1053,Jeffrey Arche,German,Crime
"1975-2000, arts and artifacts indemnity program : 25 years",ZYDVA53824,6691,3371,Beatrix Potter,French,Mathematics
1982 annual report of the Special Commission Relative to Evaulating the Extent of the Use of Asbestos in the Schools and Public Buildings of the Commonwealth : under Chapter 58 of the Resolves of 1975,FCFOH28421,5444,4940,Andrew Neiderman,Japanise,Thriller
1986-87 completions supplement : Massachusetts public higher education,LWAYQ34852,8149,2239,Mitsuru Adachi,Urdu,Classic
1995 charter school applications,NEGRO71952,2320,4408,Jackie Collins,English,Short Story
1995 charter school applications,FHUKI54920,9711,4159,James Patterson,Turkish,Thriller
1995 charter school applications,GRJRD25247,8328,2018,Clive Cussler,Spanish,Thriller
1996 charter school applicants,DLRSW59415,8093,4369,Corín Tellado,French,Short Story
"1,1,1 trichloroethane elimination at Erving Paper Mills",QMHGG20907,3991,4031,Ian Fleming,Japanise,Comic
6. Symphonie für grosses Orchester : Partitur (Orchesterstimmen nach Vereinbarung),WUPCK16777,6310,2223,Barbara Cartland,Japanise,Classic
1994 charter school applications,QWOHT45818,3513,2289,Andrew Neiderman,Russian,History
1994 charter school approvals,KQYPA67167,1996,4038,Rumiko Takahashi,French,Medicine
1994 charter school applications,NACUH77409,8368,1688,Dan Brown,Japanise,Crime
1994 charter school applications,YQNYF47256,3715,3109,Richard Scarry,English,Short Story
American breeders magazine,DZDNS80425,5855,575,Cao Xueqin,Urdu,Horror
American farmer,DJIQE64303,7690,2160,Janet Dailey,English,Mystery
American farmer,XLCGA24286,5154,1942,Gérard de Villier,Japanise,Meta Fiction
Breastfeeding promotion plan,YTCKP67500,1407,1259,Anne Golon,Spanish,Thriller
British bee journal & bee-keepers adviser,TZBQZ66055,1351,243,James Patterson,Spanish,Novel
Basis for social evangelism with rural applications,AKEFO61829,3234,1747,Ian Fleming,English,Technical
Beyond the restraining order : how legal assistance can help abuse victims build long term safety and security,CNFWT33846,4990,2410,EL James,Turkish,Crime
Analysis of commitments,HKJVX61139,2474,3691,Gilbert Patten,Spanish,History
Analysis of parole case processing : executive summary,PHJPY24141,9008,911,Eiji Yoshikawa,Spanish,Science
Annual report of the Massachusetts Commission on Mental Diseases of the Commonwealth of Massachusetts for the year ending ..,IFCWG28765,9782,1024,Horatio Alger,German,Medicine
Annual report,SSLCM85625,9024,4509,Mubashar Ahmad,Turkish,Comic
Annual report,UNWCT69838,8052,4673,Clive Cussler,Urdu,Suspense
Annual report,SKRPD38049,8725,3827,Karl May,Spanish,Crime
"Annual report, fiscal year",VYGGX90572,1134,1040,Georges Simenon,Korean,Technical
Annual report - Massachusetts Department of Food and Agriculture,JLMKM32979,5373,832,Hajime Isayam,Japanise,Technical
Annual report of the Bank Commissioner for the year ending ..,GTPRE76002,9030,4762,Eleanor Hibbert,English,Novel
Annual report of the Bank Commissioner for the year ending ..,HVQAJ64777,6966,1092,Nicholas Sparks,Urdu,Short Story
Annual report of the Board of Education,IFGBS59917,9207,642,Ken Follett,German,Classic
Annual report of the Board of Gas and Electric Light Commissioners of the Commonwealth of Massachusetts,LWDTJ94078,3888,1884,Barbara Cartland,Spanish,Horror
Annual report of the Board of Harbor and Land Commissioners. For the years ..,QAAWP70659,3575,4484,Osamu Tezuka,Turkish,Comic
Annual report of the Board of Railroad Commissioners,GZIMT26299,1346,4050,René Goscinny,German,Psychology
"Annual report of the school committee, of the town of Montague for the year ..",YJAFY87735,1649,4524,David Baldacci,Urdu,Suspense
Annual report of the Secretary of the Board of Agriculture,MKTYA45105,1890,4513,Naoki Urasawa,German,Medicine
Annual report of the State Board of Health of Massachusetts,RBJUN55808,8584,1810,Roald Dahl,Urdu,Suspense
Addendum to the July 1997 MassGIS datalayer description guide,RGNYE91276,2087,1442,Georges Simenon,Russian,Literary
Administrative practices in the Construction Division of the Metropolitan District Commission,MIMVQ76216,8692,2490,Eiichiro Oda,English,Psychology
Advanced onsite wastewater treatment systems : a strategy for natural resource protection,USDVL23187,4284,3661,Michael Crichton,Russian,Crime
Advisory opinion index and summaries,NMBLH62360,3893,2842,Dean Koontz,Japanise,Thriller
AIDS education and information resources,NHBGM95501,4718,1218,Sidney Sheldon,Russian,Thriller
"Airborne & surface asbestos testing : Leverett Saltonstall Building, 100 Cambridge Street, Boston, Massachusetts 02108",YAUPA45040,7425,453,Stan and Jan Berenstain,Turkish,Medicine
The American florist : a weekly journal for the trade,UIFTZ73295,5284,884,Irving Wallace,Turkish,History
The American florist : a weekly journal for the trade,DDUAX32012,3983,2732,Akira Toriyama,German,Meta Fiction
The American florist : a weekly journal for the trade,KNZHM37378,5730,3241,Sidney Sheldon,Russian,Novel
Agenda: consumer issues,OTMOJ67995,2711,4910,Moiz ul Haq,French,Mystery
"Aggregates of polls, property, taxes, etc., as assessed ...",AHJCA11952,6105,4863,Sidney Sheldon,Russian,Literary
"Independent State Auditor's report on the abolition of Worcester County government and the transfer of its functions, assets, and liabilities to the Commonwealth of Massachusetts",TSENL97320,9196,4513,Eleanor Hibbert,German,Mathematics
"Index and guide to Massachusetts State legislative documents, 1802-1882.",FLTKL36433,8359,4618,Dean Koontz,German,Literary
Combat shooting,PGEMA11823,8845,2802,Debbie Macomber,Spanish,Crime
"Commonwealth of Massachusetts, Department of Corrections",RQTSY21290,7155,365,Frank G. Slaughter,English,History
Commonwealth of Massachusetts : an assessment of emergency medical services,KAYSD42227,6574,2798,Stephen King,Russian,Literary
Commonwealth of Massachusetts Employees Charitable Campaign (COMECC) : ... final statewide report,ZJYRD11571,8795,1458,Judith Krantz,German,Comic
"The conference called by the governor of Pennsylvania to consider ways and means for preventing the spread of the chestnut tree bark disease. : The Capitol, chamber of the House of Representatives, Harrisburg, Pennsylvania, February 20 and 21, 1912. Stenographic report of proceedings of the conference",WNRQO69351,5952,3198,Jeffrey Arche,English,Classic
Confirmed hazardous waste sites which are under investigation : or at various stages of enforcement and remedial action,NLQRI84864,7325,2973,Ryōtarō Shiba,French,Realistic Fiction
Corporate taxation in Massachusetts : how level is the playing field?,CDBAS26634,9656,667,Osamu Tezuka,German,Classic
The cow pea,UGDGJ94960,1642,3600,Eleanor Hibbert,Russian,Short Story
Cranberries; : the national cranberry magazine,LJOCT72826,9608,3843,Denise Robins,Urdu,Literary
Credit card and certain other spending practices at the Reading Municipal Light Department,XCMBN64951,9353,1392,Tite Kubo,Urdu,Horror
Changing the beat : a study of the worklife of jazz musicians,MVVZX68037,1637,2405,Irving Wallace,Turkish,Medicine
Core focus : a commercial/residential development strategy,VBSXF67502,9731,239,Mickey Spillane,Russian,Medicine
Criminal justice practitioners : what you can do about inhalants use,GEVTG70535,4758,1138,James A. Michener,German,Technical
A description of the residents of the Massachusetts correctional institutions,DRHDG92176,9187,2310,Ian Fleming,Turkish,Crime
Desegregation in Massachusetts ... annual report,EZFUB15223,5295,184,Zane Grey,German,Medicine
CEDAC annual report,UMBAW48206,9147,1641,Stephenie Meyer,Urdu,Drama
1992 commemorative calendar of events : Fall supplement,NZXAR72516,8778,750,Roger Hargreaves,Spanish,Poetry
"Changing times, changing economics : experiences of older residents in Boston's North End",UZSZH22675,6307,4108,Debbie Macomber,Spanish,Realistic Fiction
Dental resource guide for special populations in Massachusetts,KLUAI78605,4810,1087,Mubashar Ahmad,Russian,Horror
Department of Social Services annual demographic report on consumer populations,EIMNJ59506,8430,1967,Eleanor Hibbert,French,Novel
Business ingenuity,KRIXY54662,7078,370,Cao Xueqin,French,Poetry
Catalog,JSMFE63711,2727,895,Denise Robins,German,Horror
Caesura : the literary magazine of the University of Massachusetts,JJVAF45749,1670,3313,Masashi Kishimoto,German,Suspense
Caesura : the literary magazine of the University of Massachusetts,MWYAJ95955,7994,2320,Jackie Collins,French,Mathematics
Capital punishment in Massachusetts,THASM29551,8641,4133,Frédéric Dard,Urdu,Crime
Catalogue of the Massachusetts Agricultural College,CEHXH15270,5199,3919,Robin Cook,German,Mystery
Annual report of the Bank Commissioner for the year ..,MRMOK55076,9361,812,Michael Crichton,Russian,Medicine
Annual report of the Board of Gas and Electric Light Commissioners of the Commonwealth of Massachusetts,XRQTS84327,9873,1232,Jirō Akagawa,Korean,Crime
Annual report of the Board of Education,XUNTB75096,7640,2079,Evan Hunter,Russian,Mystery
Annual report of the Secretary of the Board of Agriculture,SHUEE45123,6462,3062,Karl May,Japanise,Novel
Annual report of the Secretary of the Board of Agriculture,IMJSL74445,7313,3039,Naoki Urasawa,Turkish,Poetry
Annual report of the Secretary of the Board of Agriculture,QIFCM29212,6448,2453,Edgar Wallace,German,Drama
Annual report of the Secretary of the Board of Agriculture,TZOND20541,5590,1194,René Goscinny,Urdu,Realistic Fiction
Annual report of the trustees of the Boston Psychopathic Hospital for the year ending ...,UMTQF43289,4248,588,Astrid Lindgren,Spanish,Classic
Appeals : explanation of the hearing process,OHPOH30127,6654,1375,Roald Dahl,Russian,Mathematics
[A proposal for the administrative reorganization of the district courts],DPILL25343,7123,1170,Evan Hunter,Japanise,Technical
Assessment of closing of public chronic disease hospitals : patient survey,PKEIE63516,8759,3723,Roger Hargreaves,English,Drama
Analysis of Massachusetts delinquency statutes,PHVZC45048,9666,3162,Richard Scarry,Urdu,Horror
"Annual planning information report, fiscal year ... Massachusetts",RWCIW71424,7658,3440,Corín Tellado,Russian,Classic
Annual report,RJOLI53839,5680,3066,Louis L'Amour,Korean,Poetry
Annual report,TJQOT31677,2533,1209,R. L. Stine,Turkish,Psychology
Blueprint 2000 : Massachusetts: 1970 to 2000: Where have we been? Where are we headed?: an executive summary,MUOXE55133,3874,3142,Kyotaro Nishimura,Japanise,Literary
Draft environmental impact statement and draft areawide waste treatment management plan for the Metropolitan Area Planning Council,MJGYW28064,1571,2909,Gosho Aoyama,Japanise,Comic
DPA directory for municipal appointing authorities,NFGBR17335,7611,443,Harold Robbins,French,Mystery
DPH facts and figures,AWBUZ50108,5748,685,Gosho Aoyama,English,Novel
DPH recommends intensified spraying due to eastern encephalitis risk from mosquitoes,DPVGJ93018,5126,3058,Stan and Jan Berenstain,Urdu,Medicine
